order_id,customer_id,city,restaurant,cuisine,order_amount,delivery_time_mins,rating,order_status,payment_mode,order_date
1403,1884,Mumbai,Foodies Point,South Indian,818.79,26,4.0,Delivered,UPI,2024-04-26
3569,1769,Hyderabad,Pizza World,Fast Food,483.99,27,3.1,Delivered,UPI,2024-06-10
2800,1307,Delhi,Pizza World,Desserts,723.56,16,2.8,Cancelled,Cash,2024-09-22
4903,1565,Mumbai,Sushi Zen,Chinese,366.31,50,2.7,Pending,UPI,2024-08-22
722,1498,Hyderabad,Foodies Point,Desserts,1253.64,40,,Delivered,Card,2024-10-10
2332,1686,Delhi,Spice Hub,Chinese,1321.37,29,1.9,Pending,Wallet,2024-05-08
2642,1334,Kolkata,Sushi Zen,South Indian,544.38,11,3.8,Delivered,UPI,2024-05-13
993,1814,Chennai,Sushi Zen,Desserts,1257.18,11,2.3,Delivered,UPI,2024-02-08
491,1982,Hyderabad,Foodies Point,Fast Food,770.99,28,4.2,Pending,UPI,2024-07-26
4851,1398,Kolkata,Biryani House,Italian,830.59,39,3.8,Delivered,Wallet,2024-10-06
3470,1825,Kolkata,Foodies Point,Italian,858.33,16,2.6,Cancelled,Card,2024-04-10
2934,1974,Hyderabad,Urban Tadka,South Indian,513.32,20,4.7,Cancelled,Cash,2024-11-14
4950,1702,Delhi,Sushi Zen,Chinese,953.22,54,4.3,Delivered,UPI,2024-01-22
2725,1971,Hyderabad,Pizza World,Italian,1463.84,17,3.6,Delivered,Cash,2024-05-31
3290,1335,Kolkata,Urban Tadka,South Indian,575.78,41,2.5,Pending,Wallet,2024-01-22
4102,1847,Chennai,Spice Hub,South Indian,356.61,19,3.5,Cancelled,UPI,2024-03-06
132,1812,Chennai,Pizza World,Chinese,1210.64,40,5.0,Delivered,Card,2024-04-02
768,1368,Delhi,Sushi Zen,,612.38,57,1.7,Pending,Card,2024-09-14
3729,1131,Hyderabad,Sushi Zen,North Indian,809.24,34,3.7,Pending,Card,2024-02-10
929,1658,,Foodies Point,Fast Food,1085.82,59,3.2,Delivered,Cash,2024-06-10
3543,1359,Chennai,Pizza World,Desserts,991.32,11,2.0,Cancelled,Wallet,2024-09-02
974,1501,Chennai,Sushi Zen,Fast Food,948.41,18,3.8,Delivered,UPI,2024-02-05
2117,1152,Bangalore,Sushi Zen,North Indian,703.08,23,1.3,Cancelled,UPI,2024-05-05
2397,1256,,Spice Hub,South Indian,1077.17,59,2.0,Cancelled,Wallet,2024-03-03
851,1193,Bangalore,Foodies Point,South Indian,641.8,55,4.4,Pending,Card,2024-02-25
191,1553,Kolkata,Urban Tadka,Chinese,810.14,55,3.2,Pending,Card,2024-09-02
1035,1869,Bangalore,Spice Hub,Fast Food,634.36,52,3.1,Cancelled,Wallet,2024-12-05
3172,1669,Chennai,Pizza World,South Indian,408.98,52,2.1,Pending,Wallet,2024-12-18
3377,1421,Mumbai,Biryani House,Italian,1451.37,48,3.8,Pending,Cash,2024-08-19
1680,1174,Bangalore,Pizza World,Italian,703.68,45,2.7,Cancelled,Card,2024-05-18
700,1379,Chennai,Sushi Zen,South Indian,1398.8,45,3.4,Pending,UPI,2024-01-02
4687,1439,Delhi,Spice Hub,Italian,653.08,32,2.7,Pending,UPI,2024-10-09
1508,1947,Mumbai,Biryani House,North Indian,829.54,50,1.8,Pending,Wallet,2024-09-15
3636,1859,Mumbai,Pizza World,Italian,1148.37,47,4.2,Delivered,Wallet,2024-06-19
4264,1206,Kolkata,Spice Hub,Fast Food,1016.09,59,2.4,Pending,Wallet,2024-03-16
323,1200,Chennai,Pizza World,Fast Food,1261.29,58,3.5,Cancelled,Wallet,2024-04-17
1722,1053,Mumbai,Urban Tadka,Desserts,1048.02,23,2.3,Delivered,Card,2024-04-16
3618,1396,Hyderabad,Biryani House,,1300.08,49,1.6,Pending,Cash,2024-12-26
1713,1832,Kolkata,Sushi Zen,Italian,1199.59,12,3.9,Cancelled,Card,2024-05-13
1523,1754,Bangalore,Urban Tadka,Italian,926.57,28,1.6,Cancelled,Card,2024-04-06
523,1038,Delhi,Urban Tadka,North Indian,814.72,54,1.1,Delivered,Wallet,2024-09-15
70,1241,Bangalore,Sushi Zen,Desserts,883.84,24,4.5,Delivered,Card,2024-06-01
1263,1579,Bangalore,Sushi Zen,North Indian,306.69,21,2.8,Cancelled,Card,2024-09-05
3719,1019,Hyderabad,Spice Hub,Italian,969.59,33,3.6,Cancelled,Card,2024-08-09
1809,1236,Hyderabad,Pizza World,Desserts,737.13,36,1.4,Delivered,Cash,2024-10-05
2420,1308,Chennai,Foodies Point,Chinese,112.48,38,4.2,Delivered,Cash,2024-10-17
4420,1405,Kolkata,Sushi Zen,Italian,1164.05,45,4.8,Pending,Card,2024-04-25
2775,1692,Chennai,Sushi Zen,Chinese,1199.69,59,2.3,Delivered,Card,2024-03-30
4350,1621,Kolkata,Spice Hub,North Indian,808.52,38,3.9,Cancelled,Cash,2024-09-19
4691,1030,Mumbai,Foodies Point,North Indian,678.88,34,2.2,Pending,Wallet,2024-09-27
1494,1833,Mumbai,Biryani House,Chinese,199.99,49,4.9,Cancelled,UPI,2024-11-13
4051,1880,Hyderabad,Foodies Point,Italian,817.8,51,2.2,Delivered,Card,2024-03-30
4342,1040,Chennai,Biryani House,Desserts,533.54,25,3.9,Delivered,Wallet,2024-02-17
786,1176,Kolkata,Sushi Zen,North Indian,596.36,32,4.8,Cancelled,Card,2024-03-04
2130,1365,Delhi,,North Indian,1321.66,44,2.5,Cancelled,Cash,2024-04-01
3695,1301,Delhi,Spice Hub,Fast Food,793.93,24,3.3,Pending,UPI,2024-04-08
4252,1628,Hyderabad,Sushi Zen,South Indian,1410.67,16,2.6,Delivered,UPI,2024-05-20
2488,1888,Hyderabad,Biryani House,South Indian,197.28,52,2.3,Delivered,UPI,2024-02-23
2175,1266,Mumbai,Spice Hub,South Indian,646.48,44,4.3,Cancelled,UPI,2024-10-25
1948,1496,Bangalore,Urban Tadka,South Indian,1171.83,31,4.5,Delivered,Cash,2024-01-14
751,1868,Bangalore,Biryani House,Fast Food,1299.94,56,3.5,Pending,UPI,2024-10-16
2571,1086,,Spice Hub,North Indian,1252.55,24,1.3,Pending,Card,2024-07-26
4754,1820,Bangalore,Pizza World,Desserts,264.93,37,2.5,Delivered,Card,2024-12-01
4775,1384,Delhi,Foodies Point,Chinese,254.87,48,2.6,Cancelled,Card,2024-06-10
879,1713,Delhi,Spice Hub,Fast Food,807.93,47,2.5,Pending,Wallet,2024-11-24
3977,1288,Delhi,Urban Tadka,Chinese,180.87,28,1.9,Cancelled,Card,2024-01-08
4696,1836,Chennai,Foodies Point,North Indian,1077.91,22,2.7,Pending,Cash,2024-06-21
3350,1082,Delhi,Urban Tadka,Italian,148.12,42,3.2,Pending,UPI,2024-09-22
2994,1585,Mumbai,Foodies Point,Chinese,737.26,26,2.2,Pending,Wallet,2024-07-14
1746,1909,Bangalore,Foodies Point,Desserts,666.86,58,4.3,Pending,Card,2024-09-10
1428,1004,Chennai,Spice Hub,North Indian,471.49,28,4.7,Delivered,Wallet,2024-09-27
4459,1431,Mumbai,Foodies Point,North Indian,1422.87,31,3.6,Pending,Wallet,2024-03-22
3362,1763,Bangalore,Urban Tadka,Chinese,894.03,21,3.4,Pending,Card,2024-03-19
2083,1375,Kolkata,Urban Tadka,Chinese,643.62,48,2.2,Pending,Wallet,2024-07-01
3292,1237,Delhi,Foodies Point,Fast Food,559.99,31,4.2,Cancelled,Card,2024-11-19
2903,1496,Bangalore,Sushi Zen,Fast Food,420.64,25,1.9,Pending,UPI,2024-11-23
2497,1672,Kolkata,Urban Tadka,Italian,346.86,13,3.9,Delivered,Card,2024-03-12
3773,1914,Chennai,Biryani House,Italian,1451.77,11,1.2,Delivered,Cash,2024-04-16
2100,1139,Chennai,Foodies Point,South Indian,620.97,16,,Cancelled,Card,2024-09-23
2473,1543,Kolkata,Biryani House,Fast Food,1410.23,26,2.9,Delivered,Cash,2024-04-19
4081,1475,Bangalore,Foodies Point,Chinese,391.59,17,2.6,Delivered,Cash,2024-11-28
1816,1493,Chennai,Pizza World,Desserts,648.28,30,4.4,Delivered,Card,2024-04-29
2023,1182,Delhi,Biryani House,Chinese,1103.07,51,1.8,Cancelled,Wallet,2024-01-23
1304,1349,Bangalore,Foodies Point,South Indian,1129.0,47,4.9,Pending,Wallet,2024-11-21
4142,1259,Hyderabad,Sushi Zen,North Indian,1156.1,18,3.7,Delivered,Card,2024-01-29
520,1810,Kolkata,,Chinese,1436.53,11,3.0,Pending,Wallet,2024-06-03
4745,1067,Mumbai,Foodies Point,Desserts,142.2,46,,Cancelled,UPI,2024-05-02
3465,1559,Chennai,Biryani House,Chinese,1093.34,11,2.5,Delivered,Cash,2024-02-17
3581,1521,Delhi,Biryani House,,882.37,52,1.0,Delivered,UPI,2024-02-04
1189,1922,Chennai,Sushi Zen,Italian,750.35,56,4.2,Pending,Card,2024-08-21
1448,1421,,Pizza World,Italian,485.36,23,1.6,Delivered,UPI,2024-12-04
3680,1260,Hyderabad,Sushi Zen,Chinese,100.25,19,1.8,Delivered,Cash,2024-04-26
2863,1756,Hyderabad,Spice Hub,South Indian,353.84,42,2.9,Delivered,Wallet,2024-10-24
2790,1426,Bangalore,Pizza World,Fast Food,878.22,51,1.6,Pending,UPI,2024-12-24
4633,1865,Mumbai,Spice Hub,Desserts,377.31,58,3.8,Pending,Cash,2024-12-29
2072,1925,Bangalore,,North Indian,974.71,12,3.5,Delivered,Wallet,2024-04-28
930,1531,Kolkata,Urban Tadka,Fast Food,1119.71,45,2.2,Delivered,UPI,2024-04-18
2214,1592,Chennai,Spice Hub,Fast Food,1402.99,29,,Cancelled,Card,2024-02-23
4841,1581,Hyderabad,Pizza World,South Indian,288.77,17,4.5,Delivered,Card,2024-09-08
2085,1323,Mumbai,Urban Tadka,Chinese,658.78,52,3.5,Pending,Card,2024-07-07
3282,1252,Mumbai,Urban Tadka,South Indian,299.96,47,3.1,Pending,UPI,2024-04-04
3116,1675,Hyderabad,Urban Tadka,North Indian,1428.86,11,1.3,Pending,Card,2024-07-24
4436,1261,,Pizza World,Italian,880.53,40,4.1,Delivered,Wallet,2024-08-17
2708,1394,Chennai,Sushi Zen,South Indian,994.43,49,4.7,Delivered,Cash,2024-11-13
2309,1277,Kolkata,Foodies Point,South Indian,1372.6,59,1.8,Pending,UPI,2024-04-25
1100,1305,Chennai,,Chinese,658.51,35,3.8,Delivered,Cash,2024-04-07
4458,1290,Hyderabad,Biryani House,North Indian,192.07,42,2.4,Delivered,Cash,2024-09-30
2499,1935,Chennai,Sushi Zen,South Indian,256.29,15,1.6,Pending,Wallet,2024-09-03
3421,1996,Mumbai,Pizza World,Desserts,1130.83,44,4.8,Pending,Card,2024-12-01
1951,1317,Delhi,Urban Tadka,South Indian,578.24,49,3.1,Cancelled,Cash,2024-11-24
2760,1796,Bangalore,Foodies Point,Italian,1098.43,42,4.8,Pending,Card,2024-12-25
3763,1697,Mumbai,Urban Tadka,Italian,874.68,15,4.4,Cancelled,Wallet,2024-08-06
963,1647,Mumbai,Sushi Zen,Chinese,667.38,32,3.1,Delivered,Cash,2024-12-24
1542,1362,Chennai,Foodies Point,Fast Food,565.6,53,2.8,Pending,Card,2024-04-11
2696,1162,Bangalore,Pizza World,Desserts,670.55,26,1.2,Cancelled,Card,2024-08-09
3681,1514,Mumbai,Urban Tadka,Chinese,327.65,28,4.1,Pending,Wallet,2024-01-04
2667,1598,Mumbai,Biryani House,Desserts,582.11,54,3.3,Cancelled,UPI,2024-02-14
1359,1089,Kolkata,Spice Hub,South Indian,245.07,37,1.2,Pending,Card,2024-03-08
3852,1546,Chennai,Pizza World,Desserts,122.93,12,3.0,Pending,UPI,2024-11-22
4200,1040,Delhi,Pizza World,South Indian,1058.79,53,1.2,Delivered,Card,2024-09-16
2283,1112,Bangalore,Urban Tadka,South Indian,508.7,48,3.8,Cancelled,Card,2024-01-12
582,1773,Delhi,Biryani House,South Indian,424.38,14,3.5,Cancelled,Card,2024-09-15
4809,1063,Mumbai,Foodies Point,South Indian,490.39,52,2.5,Delivered,Card,2024-11-13
2595,1661,Bangalore,Foodies Point,Italian,369.47,33,3.6,Pending,Card,2024-02-20
306,1202,Chennai,Spice Hub,South Indian,554.99,41,2.6,Cancelled,Wallet,2024-08-21
2958,1050,Chennai,Biryani House,Chinese,1375.49,43,3.4,Pending,Card,2024-02-27
4944,1200,Hyderabad,Spice Hub,Chinese,156.94,19,2.5,Cancelled,Card,2024-01-24
1465,1946,Chennai,Sushi Zen,South Indian,252.86,48,2.6,Pending,UPI,2024-07-10
883,1125,Delhi,Biryani House,Italian,1033.57,36,,Pending,UPI,2024-12-21
2137,1752,Kolkata,Sushi Zen,South Indian,484.82,37,3.1,Pending,Wallet,2024-08-09
4834,1146,Delhi,Foodies Point,Fast Food,374.6,44,4.4,Cancelled,UPI,2024-07-01
4897,1479,Delhi,Spice Hub,Desserts,650.69,18,1.4,Delivered,UPI,2024-03-17
2967,1892,Chennai,Foodies Point,Fast Food,952.32,16,2.0,Cancelled,Card,2024-10-01
1691,1896,Bangalore,Biryani House,Fast Food,1113.74,42,3.5,Delivered,Card,2024-02-29
289,1854,Mumbai,Foodies Point,Desserts,509.36,51,3.3,Cancelled,UPI,2024-11-24
3515,1365,Mumbai,Pizza World,North Indian,308.02,51,2.0,Cancelled,Card,2024-08-14
1885,1806,Delhi,Pizza World,Desserts,136.19,23,4.7,Cancelled,UPI,2024-04-28
3242,1341,Mumbai,Foodies Point,Desserts,355.24,25,3.2,Cancelled,Card,2024-04-11
1842,1628,Kolkata,Pizza World,South Indian,1242.9,27,1.8,Cancelled,Cash,2024-09-18
3498,1199,Hyderabad,,Desserts,1234.22,38,2.7,Cancelled,Card,2024-04-19
1831,1355,Hyderabad,Foodies Point,North Indian,1304.6,45,1.1,Delivered,UPI,2024-01-10
3652,1460,Chennai,Pizza World,North Indian,1139.44,48,3.3,Pending,Wallet,2024-03-06
2843,1975,Delhi,Sushi Zen,Chinese,1459.32,26,2.5,Delivered,Cash,2024-06-22
4929,1646,Mumbai,Sushi Zen,Fast Food,840.63,57,2.4,Cancelled,Cash,2024-01-30
31,1276,Hyderabad,Spice Hub,,1418.63,46,4.8,Cancelled,Wallet,2024-09-22
2044,1738,Delhi,Foodies Point,Italian,383.67,55,1.6,Pending,Cash,2024-06-09
1734,1087,Chennai,Sushi Zen,Fast Food,914.76,58,3.6,Pending,Cash,2024-12-14
755,1738,Hyderabad,Foodies Point,Chinese,1238.36,27,4.5,Delivered,Wallet,2024-12-14
1726,1578,Mumbai,Urban Tadka,Italian,1283.4,49,4.5,Pending,UPI,2024-12-23
1527,1810,Chennai,Biryani House,North Indian,1397.14,57,2.6,Delivered,Cash,2024-09-10
1525,1291,Kolkata,,Chinese,1462.06,37,4.5,Pending,Cash,2024-03-03
4490,1548,Delhi,Biryani House,North Indian,604.94,25,4.0,Delivered,Cash,2024-08-31
4159,1665,Hyderabad,Pizza World,South Indian,1085.02,24,1.3,Pending,UPI,2024-01-01
1333,1503,Mumbai,Spice Hub,Italian,1384.05,34,3.4,Pending,Card,2024-12-04
2658,1020,Mumbai,Foodies Point,North Indian,961.42,16,4.5,Delivered,Cash,2024-03-19
796,1717,Hyderabad,Urban Tadka,Italian,767.58,49,3.8,Cancelled,UPI,2024-04-04
1028,1822,Bangalore,Urban Tadka,Fast Food,301.83,52,2.9,Cancelled,Cash,2024-01-06
675,1179,Chennai,Spice Hub,,1273.39,39,1.4,Pending,Card,2024-05-23
4710,1986,Delhi,Urban Tadka,Fast Food,1105.1,20,4.4,Cancelled,Wallet,2024-11-26
2031,1348,Delhi,Spice Hub,North Indian,1358.72,47,2.0,Delivered,Wallet,2024-03-23
1771,1745,Chennai,Urban Tadka,Chinese,1166.35,10,3.7,Delivered,UPI,2024-03-30
3240,1938,,Spice Hub,Fast Food,1215.89,15,1.6,Delivered,UPI,2024-05-02
2101,1186,Mumbai,Urban Tadka,South Indian,953.62,33,3.4,Pending,Card,2024-11-20
3782,1405,Kolkata,Urban Tadka,Chinese,1315.34,49,3.0,Pending,Cash,2024-12-28
3255,1157,Kolkata,Foodies Point,Desserts,594.76,31,3.0,Delivered,UPI,2024-01-10
4706,1154,Delhi,Biryani House,Chinese,593.19,54,3.1,Cancelled,Cash,2024-05-25
3231,1701,Bangalore,Biryani House,,660.97,15,2.5,Delivered,Cash,2024-10-30
1404,1375,Kolkata,Foodies Point,Chinese,329.58,56,3.9,Delivered,UPI,2024-05-03
4573,1972,Mumbai,Pizza World,Italian,666.71,24,2.9,Delivered,Wallet,2024-04-24
718,1606,,Urban Tadka,South Indian,638.02,54,1.7,Delivered,Card,2024-07-27
385,1053,Chennai,Foodies Point,North Indian,964.67,21,1.3,Pending,Wallet,2024-10-17
610,1829,Hyderabad,Pizza World,Fast Food,1117.06,17,1.6,Pending,Cash,2024-02-29
4190,1276,Kolkata,,Desserts,1159.84,24,3.0,Cancelled,Wallet,2024-05-31
355,1945,Kolkata,Pizza World,Chinese,173.44,17,3.3,Cancelled,UPI,2024-06-11
3254,1802,Mumbai,Biryani House,Italian,1055.47,27,4.8,Delivered,Card,2024-11-22
2881,1850,Delhi,Foodies Point,Desserts,1340.47,55,3.0,Pending,Card,2024-08-21
2113,1010,Hyderabad,Biryani House,Desserts,1220.33,24,3.0,Cancelled,Cash,2024-03-16
16,1372,Bangalore,Sushi Zen,Chinese,1100.57,41,4.5,Cancelled,Wallet,2024-03-22
1481,1922,Kolkata,Biryani House,,581.34,21,1.6,Delivered,Card,2024-11-11
3391,1525,Chennai,Foodies Point,Desserts,740.21,56,3.4,Cancelled,Cash,2024-08-18
1543,1395,Bangalore,Urban Tadka,Desserts,1422.84,59,1.5,Delivered,Cash,2024-07-11
4612,1920,Delhi,Pizza World,North Indian,122.51,21,1.2,Cancelled,Card,2024-09-18
1441,1839,Mumbai,Foodies Point,North Indian,869.73,56,1.2,Pending,Wallet,2024-03-25
2639,1511,Hyderabad,Pizza World,Fast Food,1015.09,50,,Pending,Card,2024-09-10
2519,1685,Kolkata,Pizza World,South Indian,267.84,44,3.0,Delivered,UPI,2024-10-11
3907,1181,Bangalore,Pizza World,North Indian,1337.76,45,2.2,Cancelled,Card,2024-03-17
3917,1695,Bangalore,Pizza World,Fast Food,652.93,33,1.2,Delivered,Card,2024-04-16
2631,1688,Chennai,,Fast Food,954.87,56,3.3,Delivered,Card,2024-09-21
1355,1112,Delhi,Biryani House,Chinese,156.28,16,3.1,Pending,Cash,2024-09-24
3642,1212,Chennai,Sushi Zen,South Indian,679.06,15,3.5,Cancelled,UPI,2024-05-06
518,1928,Delhi,Biryani House,Desserts,761.54,36,1.9,Pending,Card,2024-04-09
4199,1545,Chennai,Pizza World,South Indian,1204.19,17,1.3,Delivered,UPI,2024-12-14
2016,1812,Hyderabad,Sushi Zen,South Indian,443.21,10,4.1,Delivered,Cash,2024-08-02
4158,1929,Chennai,Pizza World,Italian,609.32,25,4.3,Delivered,Card,2024-06-26
4380,1444,Hyderabad,Sushi Zen,Fast Food,586.55,49,3.7,Delivered,Wallet,2024-09-16
533,1827,,Foodies Point,Chinese,758.32,32,5.0,Pending,Card,2024-09-28
2409,1785,Hyderabad,Foodies Point,Desserts,1048.33,45,1.9,Cancelled,Wallet,2024-04-11
2474,1010,Hyderabad,Sushi Zen,Chinese,1437.94,17,4.8,Delivered,UPI,2024-11-15
68,1315,Delhi,Urban Tadka,Fast Food,418.65,10,4.0,Pending,Cash,2024-11-19
3712,1208,Mumbai,Urban Tadka,Fast Food,941.63,38,1.8,Delivered,Wallet,2024-01-13
1447,1636,Mumbai,Pizza World,Italian,838.98,17,3.3,Pending,Wallet,2024-12-05
9,1614,Delhi,Spice Hub,Italian,887.91,29,3.0,Delivered,Wallet,2024-12-23
1530,1659,Chennai,Pizza World,North Indian,245.59,44,2.0,Pending,Cash,2024-06-02
914,1555,Chennai,Pizza World,South Indian,646.59,12,3.8,Cancelled,UPI,2024-04-12
2006,1442,Kolkata,Sushi Zen,,1014.56,37,1.6,Cancelled,Wallet,2024-09-05
4621,1657,Kolkata,Spice Hub,North Indian,660.39,40,2.1,Delivered,Card,2024-04-05
4496,1818,,Sushi Zen,North Indian,102.47,52,4.3,Delivered,UPI,2024-06-26
1097,1763,Chennai,Urban Tadka,North Indian,243.1,34,2.0,Cancelled,Card,2024-03-17
4247,1142,Kolkata,Urban Tadka,Desserts,198.23,10,,Delivered,Cash,2024-09-16
4839,1819,Kolkata,Spice Hub,Desserts,603.41,38,,Delivered,Card,2024-12-05
2320,1917,Bangalore,Spice Hub,South Indian,1442.0,51,4.9,Cancelled,Wallet,2024-06-12
1714,1312,Bangalore,Spice Hub,North Indian,741.55,42,3.6,Pending,UPI,2024-11-04
1171,1465,Hyderabad,Biryani House,Fast Food,275.37,54,4.7,Cancelled,Wallet,2024-11-03
4567,1796,Mumbai,Spice Hub,,764.36,26,4.5,Pending,Cash,2024-06-06
351,1778,Kolkata,Urban Tadka,Fast Food,986.11,11,2.3,Delivered,Card,2024-11-24
2840,1000,Chennai,Urban Tadka,South Indian,1372.85,18,3.1,Delivered,Wallet,2024-12-06
324,1123,Hyderabad,Biryani House,Desserts,1073.71,42,1.7,Pending,Card,2024-12-22
2543,1839,Delhi,,,1151.43,53,1.0,Pending,Cash,2024-10-19
1641,1048,Delhi,Foodies Point,Desserts,1106.34,39,3.4,Delivered,Card,2024-01-25
3838,1770,Mumbai,Biryani House,Fast Food,1195.73,27,1.7,Delivered,Card,2024-03-28
140,1471,Kolkata,Foodies Point,Chinese,860.06,54,3.1,Pending,Wallet,2024-01-12
3663,1022,Mumbai,Biryani House,Fast Food,1225.19,26,4.3,Delivered,Cash,2024-09-07
995,1449,Chennai,Pizza World,Desserts,624.54,59,1.9,Cancelled,Card,2024-05-13
2832,1880,Bangalore,Biryani House,Italian,1352.07,55,4.0,Cancelled,Wallet,2024-03-28
574,1992,Hyderabad,Urban Tadka,South Indian,1452.85,48,,Delivered,Wallet,2024-12-02
2829,1647,Kolkata,Urban Tadka,North Indian,789.96,38,2.8,Delivered,Wallet,2024-10-31
1914,1500,Hyderabad,Pizza World,Italian,421.18,22,2.2,Delivered,Cash,2024-06-15
426,1134,Bangalore,Sushi Zen,Chinese,1022.21,39,4.3,Pending,Cash,2024-01-03
3057,1438,Chennai,Sushi Zen,Desserts,104.72,57,4.4,Delivered,UPI,2024-11-28
2664,1099,Mumbai,Spice Hub,Desserts,662.39,16,2.8,Delivered,Card,2024-10-05
2126,1309,Bangalore,Biryani House,North Indian,1278.95,53,2.3,Cancelled,Card,2024-03-30
2757,1292,Delhi,Urban Tadka,Fast Food,1070.71,13,3.3,Pending,UPI,2024-04-02
4723,1124,Hyderabad,Sushi Zen,Italian,612.57,36,3.5,Delivered,Card,2024-02-19
4087,1566,Kolkata,Sushi Zen,Fast Food,373.77,48,3.9,Cancelled,UPI,2024-03-12
4830,1523,Chennai,Foodies Point,Chinese,684.49,40,3.0,Delivered,Wallet,2024-05-09
4937,1548,,Sushi Zen,Fast Food,838.95,58,3.2,Delivered,Card,2024-06-03
4221,1892,Mumbai,Biryani House,,627.09,10,3.2,Pending,UPI,2024-12-15
1408,1587,Kolkata,Spice Hub,Chinese,784.16,29,1.2,Delivered,Cash,2024-01-06
1879,1295,Kolkata,Foodies Point,North Indian,120.94,10,4.5,Delivered,Cash,2024-04-14
4572,1842,,,Desserts,264.7,52,3.6,Cancelled,Wallet,2024-10-09
4632,1363,Mumbai,Sushi Zen,South Indian,1125.84,34,4.3,Cancelled,UPI,2024-04-17
1120,1132,Chennai,Spice Hub,South Indian,1052.08,44,4.1,Cancelled,Card,2024-03-16
1439,1401,Mumbai,Spice Hub,South Indian,1347.88,10,3.8,Delivered,Card,2024-10-04
2573,1908,Bangalore,Urban Tadka,Chinese,1348.21,38,5.0,Delivered,UPI,2024-03-30
4879,1336,Chennai,Pizza World,Italian,1289.64,48,3.0,Cancelled,UPI,2024-08-30
2401,1526,Hyderabad,Biryani House,North Indian,245.04,48,2.5,Pending,UPI,2024-05-24
301,1709,Kolkata,Biryani House,Fast Food,447.92,33,1.6,Delivered,Cash,2024-08-04
4806,1163,Bangalore,Urban Tadka,South Indian,198.46,47,4.3,Pending,UPI,2024-02-12
4163,1700,Kolkata,Sushi Zen,South Indian,942.15,44,3.3,Delivered,Wallet,2024-04-25
1808,1961,Delhi,Urban Tadka,North Indian,573.88,22,2.0,Cancelled,Cash,2024-10-28
3180,1647,Chennai,Pizza World,,349.39,42,1.6,Pending,UPI,2024-10-28
3275,1787,Chennai,Biryani House,,842.24,27,3.9,Delivered,Cash,2024-09-02
3337,1929,Bangalore,Biryani House,,1385.78,22,2.0,Delivered,UPI,2024-09-28
4953,1264,Kolkata,Sushi Zen,South Indian,727.59,44,4.6,Pending,Cash,2024-02-06
2633,1607,Chennai,Pizza World,South Indian,1039.03,24,2.6,Cancelled,Cash,2024-03-11
4519,1956,Chennai,Spice Hub,,257.19,35,4.8,Delivered,UPI,2024-02-20
3908,1990,Mumbai,Foodies Point,,237.19,34,2.9,Delivered,UPI,2024-03-21
729,1604,,Pizza World,Desserts,1407.68,42,1.5,Delivered,Cash,2024-07-05
2670,1525,Chennai,Pizza World,Italian,1352.0,23,2.1,Delivered,Card,2024-07-30
3447,1732,Chennai,Urban Tadka,Italian,554.61,40,2.3,Cancelled,Wallet,2024-05-08
3830,1601,Bangalore,Sushi Zen,South Indian,803.02,57,2.4,Pending,Wallet,2024-06-29
3495,1100,Kolkata,Pizza World,North Indian,449.23,55,,Pending,Wallet,2024-02-27
3458,1016,Chennai,Spice Hub,Desserts,275.02,17,2.9,Delivered,Card,2024-12-05
3868,1259,Chennai,Spice Hub,South Indian,964.43,15,4.4,Delivered,UPI,2024-02-16
4649,1611,Bangalore,Sushi Zen,Italian,1280.12,38,2.7,Pending,Wallet,2024-04-24
4470,1189,Kolkata,Biryani House,North Indian,505.85,44,1.0,Cancelled,Cash,2024-03-11
1864,1633,Chennai,Pizza World,Italian,1104.21,11,3.7,Delivered,Cash,2024-09-15
1595,1968,Delhi,Spice Hub,Desserts,980.09,55,3.1,Delivered,Cash,2024-12-26
3800,1182,Mumbai,Pizza World,Chinese,674.7,10,3.6,Cancelled,Cash,2024-10-11
282,1080,Hyderabad,Spice Hub,Italian,496.85,56,4.1,Delivered,UPI,2024-06-19
442,1364,Mumbai,,Chinese,426.33,56,2.4,Delivered,Cash,2024-08-02
773,1866,Hyderabad,Foodies Point,Italian,871.38,48,3.6,Delivered,Wallet,2024-08-21
59,1484,Mumbai,Foodies Point,Fast Food,716.5,13,3.4,Cancelled,Card,2024-10-22
2641,1577,Hyderabad,Spice Hub,Fast Food,1411.07,39,2.3,Cancelled,Wallet,2024-05-25
2118,1710,Hyderabad,Foodies Point,Italian,572.38,52,4.5,Delivered,Cash,2024-04-01
3222,1340,Delhi,Urban Tadka,South Indian,517.75,47,1.3,Pending,Wallet,2024-09-14
774,1872,Bangalore,Spice Hub,North Indian,1178.58,15,3.3,Delivered,UPI,2024-05-11
3985,1042,Delhi,Biryani House,,363.03,36,4.5,Cancelled,Card,2024-01-18
205,1230,Hyderabad,Biryani House,Chinese,1210.44,14,4.8,Delivered,Wallet,2024-09-09
4039,1212,Mumbai,Biryani House,North Indian,1269.6,46,3.2,Cancelled,Wallet,2024-07-30
1103,1797,Delhi,Spice Hub,North Indian,683.34,44,4.7,Cancelled,Card,2024-04-28
1413,1319,Bangalore,Pizza World,Chinese,931.51,17,2.5,Delivered,Wallet,2024-01-29
79,1454,Bangalore,Sushi Zen,,1152.88,34,,Pending,Cash,2024-07-25
3523,1539,Delhi,Biryani House,Italian,1289.54,51,2.8,Pending,Card,2024-07-02
